brightness_k,frp_mw,firms_confidence_pct,daynight,observation_count_7d,persistence_hours_7d,frp_trend_pct,industrial_proximity_km,refinery_proximity_km,mine_proximity_km,forest_proximity_km,cropland_proximity_km,population_5km,land_cover,label
328.69,17.8,87,1,4,2.53,5.14,16.59,67.84,73.19,29.86,1.26,319,Bare Land,Agricultural Burning
338.23,9.95,85,1,1,5.11,6.42,13.47,96.48,49.3,79.68,0.47,66,Grassland,Agricultural Burning
324.28,10.45,98,1,5,4.52,12.5,6.38,88.79,65.21,36.84,2.44,88,Bare Land,Agricultural Burning
352.14,40.0,92,0,5,2.72,-26.58,17.03,30.17,50.25,67.46,1.61,137,Bare Land,Agricultural Burning
337.25,8.55,100,0,5,10.64,-12.85,23.79,62.45,85.6,51.1,2.76,49,Cropland,Agricultural Burning
320.62,81.51,86,0,8,14.33,16.96,14.15,39.04,64.99,17.23,2.89,314,Grassland,Agricultural Burning
329.0,31.53,87,1,2,16.19,31.03,4.98,20.93,50.85,72.23,3.0,240,Cropland,Agricultural Burning
326.0,16.75,94,1,7,4.67,24.53,25.72,54.57,99.99,16.85,2.14,327,Bare Land,Agricultural Burning
331.11,12.5,77,1,7,1.09,35.21,27.44,72.62,19.15,26.08,1.53,111,Bare Land,Agricultural Burning
320.19,27.56,98,1,2,12.93,8.8,23.95,83.58,20.15,17.97,2.15,242,Cropland,Agricultural Burning
317.0,8.34,93,1,3,9.73,12.23,18.7,20.87,42.64,28.76,2.76,188,Cropland,Agricultural Burning
329.38,1.25,86,0,6,10.28,20.13,11.08,34.55,59.56,35.43,2.87,58,Cropland,Agricultural Burning
334.02,4.61,100,1,3,7.09,11.16,12.89,82.82,94.74,50.85,0.95,156,Grassland,Agricultural Burning
344.78,6.64,86,1,8,15.8,2.97,21.18,66.02,23.1,46.36,1.0,486,Bare Land,Agricultural Burning
320.32,39.36,82,1,4,3.7,4.37,20.89,23.06,23.14,50.68,2.07,349,Cropland,Agricultural Burning
324.01,5.6,89,0,3,15.44,-7.16,7.53,34.83,57.17,68.69,0.26,179,Bare Land,Agricultural Burning
333.38,183.51,82,1,7,14.57,1.55,8.27,86.16,51.75,42.06,1.46,1749,Cropland,Agricultural Burning
339.96,7.0,88,1,3,11.14,12.35,5.08,36.51,82.15,20.46,2.69,133,Grassland,Agricultural Burning
334.9,13.71,72,0,5,0.7,19.69,8.31,91.4,43.29,74.02,1.33,309,Cropland,Agricultural Burning
348.24,12.1,93,0,7,5.08,26.54,19.8,97.69,65.34,48.49,0.58,260,Cropland,Agricultural Burning
335.09,13.03,79,1,4,14.77,5.5,9.51,34.58,26.56,65.19,1.91,425,Grassland,Agricultural Burning
342.58,31.21,89,1,2,0.69,10.86,26.28,48.95,62.68,13.27,0.83,1020,Grassland,Agricultural Burning
332.35,11.67,76,1,7,14.25,14.11,15.5,44.62,63.86,21.32,0.76,278,Grassland,Agricultural Burning
325.77,11.82,93,1,7,5.97,27.21,13.26,48.4,85.91,35.17,0.34,70,Grassland,Agricultural Burning
353.04,2.14,85,0,6,4.04,-28.4,16.95,67.91,49.3,24.64,2.54,567,Grassland,Agricultural Burning
347.09,8.63,98,0,6,15.07,1.17,19.94,88.49,35.96,21.33,1.93,666,Cropland,Agricultural Burning
323.14,6.47,90,0,1,8.46,-2.02,18.95,35.75,67.77,44.74,2.44,534,Cropland,Agricultural Burning
335.17,23.31,90,0,4,9.44,16.3,28.25,55.95,30.57,32.3,0.49,203,Grassland,Agricultural Burning
346.34,3.0,96,0,5,13.23,1.27,9.35,64.73,39.88,24.52,0.47,326,Bare Land,Agricultural Burning
338.01,20.36,82,0,2,10.44,-6.86,15.03,23.87,49.24,48.28,0.71,566,Cropland,Agricultural Burning
320.84,28.59,85,0,5,15.91,17.06,11.3,55.58,42.49,59.59,1.66,37,Cropland,Agricultural Burning
348.34,56.67,100,1,2,14.44,55.95,16.04,57.6,72.9,65.84,2.07,102,Cropland,Agricultural Burning
346.02,74.21,97,0,8,7.0,28.88,13.09,43.72,32.41,43.51,0.14,249,Cropland,Agricultural Burning
327.65,46.12,87,0,4,7.8,18.85,17.81,42.57,42.6,35.05,2.21,240,Grassland,Agricultural Burning
346.32,22.11,97,1,8,7.51,9.0,28.08,39.2,81.52,29.35,2.11,44,Grassland,Agricultural Burning
345.18,4.92,92,0,2,7.02,15.55,20.99,41.43,72.44,49.05,0.7,71,Cropland,Agricultural Burning
346.28,25.99,95,0,4,6.31,43.61,21.71,90.29,42.43,68.83,2.26,297,Bare Land,Agricultural Burning
328.39,30.85,88,1,5,1.91,6.49,16.82,98.7,18.27,28.7,2.8,199,Bare Land,Agricultural Burning
340.94,220.41,98,0,7,17.07,29.07,21.34,43.81,27.3,74.26,0.59,1698,Cropland,Agricultural Burning
336.15,20.98,94,0,7,9.74,47.2,22.42,64.34,37.38,13.54,1.54,402,Bare Land,Agricultural Burning
343.45,19.26,97,0,7,12.37,29.55,11.66,30.66,74.85,34.49,2.13,165,Grassland,Agricultural Burning
339.1,4.63,84,1,4,9.83,-13.71,11.88,34.96,74.08,49.55,1.05,134,Grassland,Agricultural Burning
334.52,20.8,77,1,6,4.79,-19.63,16.04,26.31,79.85,67.52,0.06,186,Bare Land,Agricultural Burning
324.67,9.02,86,0,4,6.76,18.55,28.69,93.82,88.5,10.71,1.93,336,Cropland,Agricultural Burning
337.59,10.31,90,0,3,9.27,9.13,27.4,69.61,35.17,70.22,1.56,308,Bare Land,Agricultural Burning
348.56,148.51,80,1,5,16.0,34.94,6.07,56.3,92.24,61.26,1.93,74,Grassland,Agricultural Burning
350.85,41.15,76,0,6,5.78,9.6,19.18,80.44,78.3,37.21,1.2,38,Cropland,Agricultural Burning
350.9,11.61,76,0,6,7.44,11.62,25.86,98.12,86.93,77.42,0.26,71,Grassland,Agricultural Burning
338.4,29.67,80,0,8,9.1,-4.84,25.29,90.53,73.68,68.18,2.39,1551,Grassland,Agricultural Burning
330.85,20.39,85,0,4,12.24,45.69,27.19,47.15,47.16,76.71,0.32,190,Cropland,Agricultural Burning
329.54,6.82,84,1,1,8.6,18.94,23.45,29.19,58.39,49.28,2.92,220,Grassland,Agricultural Burning
330.85,5.12,88,1,5,15.86,17.21,16.79,37.21,19.54,23.63,0.47,779,Cropland,Agricultural Burning
326.11,84.33,98,1,2,13.1,9.53,28.1,11.76,32.6,23.73,0.74,70,Bare Land,Agricultural Burning
325.88,68.91,96,1,6,1.22,5.89,7.17,15.41,94.5,21.26,0.55,76,Bare Land,Agricultural Burning
311.52,18.77,83,0,4,17.12,-2.7,24.67,76.58,22.17,39.21,0.06,127,Cropland,Agricultural Burning
333.13,11.33,79,0,4,3.92,16.57,9.03,63.86,29.74,16.6,2.52,366,Bare Land,Agricultural Burning
327.28,21.26,95,0,3,2.25,33.58,20.4,98.93,65.88,26.7,0.44,513,Bare Land,Agricultural Burning
366.21,5.24,89,1,5,4.05,2.99,16.43,29.5,25.16,62.75,0.68,70,Cropland,Agricultural Burning
328.97,51.88,77,0,3,14.65,23.44,11.26,99.17,66.86,35.29,0.08,50,Bare Land,Agricultural Burning
355.32,344.78,94,1,7,11.49,6.04,25.95,51.13,72.64,11.15,2.47,148,Cropland,Agricultural Burning
346.39,8.45,83,0,6,14.94,22.73,9.57,96.35,43.63,26.93,2.02,67,Bare Land,Agricultural Burning
338.97,26.0,100,1,1,17.97,32.34,8.33,61.85,68.98,49.05,0.16,197,Cropland,Agricultural Burning
335.08,4.98,94,1,3,9.55,18.01,11.92,20.77,38.76,63.33,2.88,123,Cropland,Agricultural Burning
343.59,2.1,95,0,2,8.67,4.0,11.03,55.51,97.14,71.43,1.64,100,Bare Land,Agricultural Burning
327.99,18.56,92,1,7,15.26,21.65,10.71,31.95,19.73,31.46,1.86,230,Cropland,Agricultural Burning
319.66,29.72,85,1,3,9.65,9.8,15.14,39.24,62.59,55.74,1.39,49,Bare Land,Agricultural Burning
311.07,6.48,91,1,6,10.3,23.81,24.72,49.22,82.12,66.7,1.61,363,Grassland,Agricultural Burning
333.34,26.02,81,0,7,6.89,11.19,6.16,75.09,87.51,14.78,1.3,344,Grassland,Agricultural Burning
332.28,7.73,89,1,4,9.19,-5.2,6.88,25.73,66.13,45.1,0.15,11,Cropland,Agricultural Burning
319.22,33.57,93,0,8,7.55,32.48,13.48,89.93,20.05,15.96,0.12,110,Cropland,Agricultural Burning
349.03,20.74,93,0,7,3.71,11.12,20.63,50.44,62.24,43.38,2.41,609,Bare Land,Agricultural Burning
324.13,7.94,94,1,5,10.5,-14.07,15.92,61.78,20.64,41.29,0.49,572,Bare Land,Agricultural Burning
352.36,3.93,100,0,4,3.28,5.67,15.24,20.14,67.33,46.28,2.66,105,Cropland,Agricultural Burning
348.02,7.08,92,1,2,6.22,50.62,22.84,78.31,63.3,64.92,0.1,35,Grassland,Agricultural Burning
327.13,16.71,92,1,2,13.85,-3.17,10.59,35.69,74.06,48.32,1.89,411,Grassland,Agricultural Burning
310.52,15.01,92,1,7,6.11,3.33,11.12,88.57,58.21,40.58,2.7,130,Cropland,Agricultural Burning
318.25,23.86,79,1,3,12.99,-5.3,11.64,46.01,17.66,39.82,0.51,71,Cropland,Agricultural Burning
312.3,9.61,92,1,8,1.72,26.88,4.75,70.62,83.16,33.47,2.15,1012,Cropland,Agricultural Burning
346.8,6.63,89,1,1,2.66,2.45,19.05,56.72,17.01,49.55,0.35,75,Grassland,Agricultural Burning
363.86,11.58,84,1,6,9.11,2.26,12.6,17.9,76.95,23.48,0.56,550,Cropland,Agricultural Burning
328.17,6.17,94,1,2,17.54,18.45,18.65,49.63,45.1,51.23,2.89,745,Cropland,Agricultural Burning
333.8,37.51,96,1,4,2.22,-15.63,23.28,55.28,88.2,46.23,2.32,200,Grassland,Agricultural Burning
330.15,10.63,89,1,5,4.19,35.49,22.73,70.14,75.98,20.95,1.26,556,Bare Land,Agricultural Burning
331.73,4.13,90,0,5,16.06,-8.82,25.78,96.53,20.16,46.45,0.13,244,Bare Land,Agricultural Burning
359.26,7.58,98,0,4,14.83,-1.4,26.23,48.47,95.28,67.44,1.27,330,Cropland,Agricultural Burning
350.29,21.52,78,0,3,15.24,21.72,10.95,86.75,48.39,70.1,0.4,848,Grassland,Agricultural Burning
328.42,8.78,100,0,7,12.67,8.53,12.05,84.79,58.2,17.29,2.12,225,Bare Land,Agricultural Burning
329.68,1.37,89,1,5,1.0,-10.21,19.13,38.31,42.82,57.57,2.42,98,Grassland,Agricultural Burning
325.32,4.66,84,1,2,11.57,-0.25,8.42,77.18,43.97,73.45,2.59,1250,Cropland,Agricultural Burning
343.73,15.75,87,1,2,3.74,-6.02,21.24,36.8,60.5,24.57,0.85,397,Grassland,Agricultural Burning
316.33,13.76,90,0,2,13.09,16.68,25.76,31.15,90.6,37.72,0.57,50,Bare Land,Agricultural Burning
335.12,16.6,87,1,5,10.71,-5.27,26.24,92.4,51.62,13.76,1.83,341,Bare Land,Agricultural Burning
329.74,26.53,76,1,5,13.0,32.4,17.38,74.05,25.26,25.48,1.15,310,Grassland,Agricultural Burning
352.82,70.2,77,1,3,12.21,-1.19,8.9,66.31,47.8,49.64,2.42,290,Grassland,Agricultural Burning
336.07,6.1,100,1,3,3.23,7.76,21.43,18.29,63.37,49.26,1.63,127,Bare Land,Agricultural Burning
347.31,2.98,80,1,3,2.7,12.96,20.24,41.6,61.41,15.31,1.1,166,Grassland,Agricultural Burning
350.46,21.94,77,0,7,6.96,-10.08,12.97,33.39,72.57,16.3,2.86,1106,Cropland,Agricultural Burning
341.59,11.86,90,0,1,9.78,11.21,8.71,90.68,73.32,62.9,2.13,509,Bare Land,Agricultural Burning
327.02,7.87,99,0,7,15.67,-7.88,10.91,83.09,96.91,52.88,0.84,164,Cropland,Agricultural Burning
321.51,108.98,98,1,2,6.18,-0.41,6.85,91.61,77.98,62.05,0.84,447,Cropland,Agricultural Burning
310.08,15.22,87,1,4,4.32,21.38,14.67,31.98,66.7,62.13,1.77,214,Grassland,Agricultural Burning
350.04,29.82,81,1,3,13.39,-0.47,4.65,93.42,18.12,8.09,1.22,95,Cropland,Agricultural Burning
325.55,2.18,95,0,8,9.97,-20.07,12.07,46.38,66.47,67.38,2.55,61,Bare Land,Agricultural Burning
353.79,9.74,86,0,4,3.57,25.38,8.1,73.2,36.14,11.71,1.87,822,Grassland,Agricultural Burning
339.57,10.58,88,0,4,3.55,13.34,8.81,35.51,66.79,15.02,0.62,100,Bare Land,Agricultural Burning
330.51,5.75,100,1,1,12.2,39.11,8.92,72.87,43.76,57.26,1.14,122,Cropland,Agricultural Burning
339.22,7.73,94,1,3,1.41,12.43,15.21,95.63,89.42,66.24,1.17,438,Cropland,Agricultural Burning
318.8,1.78,95,0,6,2.6,22.35,7.36,44.6,50.38,32.69,1.28,849,Grassland,Agricultural Burning
327.03,2.94,93,0,2,17.97,11.36,16.45,14.8,79.03,19.51,0.39,82,Cropland,Agricultural Burning
323.89,34.09,87,0,3,3.29,2.0,28.63,10.91,68.13,62.4,1.97,452,Cropland,Agricultural Burning
350.25,12.69,86,0,5,16.07,-1.14,7.54,21.14,96.06,29.73,0.54,756,Grassland,Agricultural Burning
316.26,31.56,99,0,3,6.84,9.03,26.9,76.66,99.42,18.51,2.36,182,Grassland,Agricultural Burning
349.44,31.24,83,1,4,10.84,-4.07,16.1,25.79,36.0,57.67,1.5,22,Cropland,Agricultural Burning
329.09,6.37,95,1,2,14.53,-8.63,18.23,57.14,59.48,34.27,1.65,386,Grassland,Agricultural Burning
354.21,63.31,100,1,3,14.04,42.65,29.65,40.81,90.69,18.21,1.66,541,Cropland,Agricultural Burning
336.33,4.47,72,0,7,14.56,47.83,25.62,35.15,16.7,50.39,1.71,39,Grassland,Agricultural Burning
330.23,22.07,85,0,3,9.84,-12.4,15.3,94.22,88.23,52.75,1.79,10,Grassland,Agricultural Burning
335.2,66.49,92,0,7,8.62,12.84,17.44,56.81,69.84,53.84,2.38,247,Grassland,Agricultural Burning
329.99,103.38,93,0,6,12.7,13.59,16.54,70.99,87.22,47.68,1.43,236,Grassland,Agricultural Burning
353.17,5.83,100,0,2,4.98,13.32,4.58,60.48,80.91,42.58,0.97,608,Cropland,Agricultural Burning
338.85,8.74,89,1,5,0.54,5.24,9.51,93.06,82.2,19.5,0.86,107,Bare Land,Agricultural Burning
325.98,2.38,88,0,3,7.16,14.44,26.2,70.49,43.24,24.99,1.2,480,Bare Land,Agricultural Burning
332.44,67.64,81,0,8,14.29,7.49,29.58,69.68,69.85,77.84,1.46,199,Bare Land,Agricultural Burning
332.63,149.88,97,0,5,12.6,29.02,21.32,75.46,58.27,37.62,1.72,76,Bare Land,Agricultural Burning
346.85,63.27,94,0,4,14.65,16.56,25.76,12.18,15.09,57.95,1.71,671,Grassland,Agricultural Burning
328.6,45.84,92,0,4,12.38,8.06,27.68,86.91,31.71,32.39,2.42,153,Cropland,Agricultural Burning
350.59,25.27,100,0,5,5.12,-16.02,16.35,48.42,58.11,44.46,0.37,338,Grassland,Agricultural Burning
325.89,19.8,80,0,2,0.77,8.66,7.77,84.65,97.02,13.03,0.56,190,Cropland,Agricultural Burning
343.09,6.78,77,1,7,9.19,-2.61,25.36,84.91,38.47,43.73,2.43,65,Cropland,Agricultural Burning
337.54,16.02,91,0,5,10.46,-17.28,8.3,67.91,19.35,46.1,1.0,138,Bare Land,Agricultural Burning
340.7,27.69,99,1,5,2.83,5.37,17.84,34.08,60.04,56.58,2.0,126,Bare Land,Agricultural Burning
336.75,26.29,85,1,4,13.48,18.15,16.15,69.14,85.7,64.48,1.3,103,Bare Land,Agricultural Burning
334.91,17.3,93,1,8,13.66,-0.29,9.48,63.72,66.2,17.8,0.13,362,Cropland,Agricultural Burning
343.28,52.44,75,0,6,9.61,0.45,18.14,17.81,51.8,14.0,2.22,66,Cropland,Agricultural Burning
345.31,46.87,91,0,2,7.71,27.32,10.53,32.07,98.28,27.41,1.81,334,Cropland,Agricultural Burning
367.0,12.02,91,0,5,6.11,42.36,8.58,37.41,38.31,34.73,1.34,247,Grassland,Agricultural Burning
336.29,14.65,100,0,5,1.84,15.63,6.78,11.54,47.77,25.66,0.24,164,Cropland,Agricultural Burning
331.07,8.41,100,0,3,17.93,22.61,15.16,99.68,92.87,57.94,1.24,264,Grassland,Agricultural Burning
319.38,9.82,98,0,8,2.76,7.14,20.51,80.72,78.73,54.04,0.51,16,Bare Land,Agricultural Burning
352.96,6.92,100,0,2,4.55,19.86,8.57,77.63,36.7,47.62,0.73,59,Cropland,Agricultural Burning
322.16,10.32,94,1,7,8.17,16.34,13.53,61.62,52.61,39.05,0.11,305,Bare Land,Agricultural Burning
321.09,3.93,85,0,4,6.27,33.84,28.68,24.45,37.5,43.93,0.82,40,Grassland,Agricultural Burning
329.14,31.91,85,0,2,1.04,29.35,9.68,27.0,21.12,24.31,2.55,141,Bare Land,Agricultural Burning
342.85,4.29,92,1,4,6.38,8.59,19.15,97.93,75.18,29.04,1.48,278,Bare Land,Agricultural Burning
358.49,27.79,87,1,6,17.81,15.52,21.07,61.51,57.52,48.53,1.94,32,Cropland,Agricultural Burning
346.46,75.99,93,0,5,14.09,8.98,11.01,32.52,67.78,45.49,2.48,1459,Cropland,Agricultural Burning
341.59,31.54,81,0,1,8.81,12.18,21.41,25.83,71.53,53.91,2.81,56,Bare Land,Agricultural Burning
332.75,5.11,94,0,2,0.97,-19.86,22.19,41.38,38.47,38.74,2.47,8,Bare Land,Agricultural Burning
342.79,7.03,84,1,8,7.96,14.0,23.48,44.9,88.12,24.91,2.79,232,Bare Land,Agricultural Burning
342.58,16.44,90,0,5,12.11,20.45,21.32,22.06,54.19,57.87,0.86,31,Bare Land,Agricultural Burning
332.5,16.02,97,1,3,10.54,4.9,19.59,82.29,35.47,61.27,1.75,66,Cropland,Agricultural Burning
346.13,9.36,96,0,2,12.69,-20.55,22.97,58.06,61.79,75.53,1.22,68,Bare Land,Agricultural Burning
315.5,15.83,89,0,2,7.22,-9.58,4.21,80.17,78.07,12.26,1.01,455,Cropland,Agricultural Burning
328.73,16.01,94,0,3,0.79,11.53,4.26,27.92,77.62,11.08,1.68,63,Cropland,Agricultural Burning
328.41,6.48,88,1,6,11.66,40.95,27.75,18.54,25.6,75.85,2.68,327,Grassland,Agricultural Burning
367.0,46.84,90,0,4,9.37,44.33,16.69,12.69,82.21,44.49,2.86,144,Bare Land,Agricultural Burning
340.39,33.14,89,0,7,5.59,-1.91,9.32,23.81,91.9,63.06,1.17,15,Grassland,Agricultural Burning
343.3,27.95,81,0,4,13.93,-4.65,5.99,50.34,51.96,53.87,0.35,220,Cropland,Agricultural Burning
332.23,24.45,93,0,2,17.25,1.78,13.29,43.49,56.93,22.1,1.78,424,Cropland,Agricultural Burning
325.01,3.03,86,0,6,10.95,20.24,21.01,65.31,69.07,12.17,1.77,55,Bare Land,Agricultural Burning
325.95,2.75,91,1,5,7.99,-11.88,24.09,11.0,75.39,76.05,1.04,34,Grassland,Agricultural Burning
336.06,6.98,86,1,5,3.17,27.92,11.93,18.73,47.34,31.63,2.69,190,Grassland,Agricultural Burning
327.98,19.7,100,1,6,8.93,26.67,5.19,57.49,88.41,55.93,2.33,1030,Bare Land,Agricultural Burning
340.43,37.63,100,0,5,13.53,-9.56,11.66,100.0,64.88,34.54,2.18,329,Cropland,Agricultural Burning
336.37,28.96,89,1,2,15.1,-1.97,17.05,45.32,46.66,68.27,0.53,225,Grassland,Agricultural Burning
319.15,7.8,87,0,7,15.28,6.6,21.71,31.79,23.38,35.06,1.66,401,Cropland,Agricultural Burning
335.51,4.08,89,1,4,3.0,-19.38,16.93,38.54,71.66,22.36,1.67,156,Bare Land,Agricultural Burning
336.02,18.62,97,0,2,13.55,-1.15,12.91,41.64,51.45,74.99,0.5,107,Grassland,Agricultural Burning
318.91,10.02,83,0,6,3.57,16.97,19.08,58.37,28.43,62.48,0.2,146,Cropland,Agricultural Burning
304.89,18.72,94,0,8,2.73,31.18,28.08,72.53,48.32,20.95,1.5,119,Grassland,Agricultural Burning
334.47,8.46,77,0,8,15.37,26.54,19.57,78.84,88.41,70.84,2.52,192,Cropland,Agricultural Burning
342.81,27.68,100,1,8,5.13,-23.68,7.94,39.29,50.89,36.36,1.72,1757,Grassland,Agricultural Burning
367.0,18.3,89,0,3,14.71,4.51,16.51,67.32,59.24,50.88,2.07,467,Grassland,Agricultural Burning
334.4,3.35,94,0,7,13.1,7.62,11.07,34.32,83.83,44.05,2.64,1772,Bare Land,Agricultural Burning
333.11,5.44,92,1,3,17.79,-1.68,23.67,25.86,62.45,38.9,2.26,281,Grassland,Agricultural Burning
343.65,18.49,90,0,5,4.59,23.27,13.09,52.65,49.39,9.57,2.95,423,Bare Land,Agricultural Burning
345.97,46.53,93,0,7,2.8,9.3,10.41,50.77,85.76,15.8,1.98,429,Cropland,Agricultural Burning
326.01,9.12,98,0,6,15.85,25.94,16.79,68.1,26.07,72.4,0.1,115,Bare Land,Agricultural Burning
312.57,6.62,80,0,5,3.96,6.8,9.88,67.02,29.02,71.23,1.45,588,Cropland,Agricultural Burning
349.27,15.5,90,1,5,6.54,10.3,19.36,67.55,75.95,78.14,1.66,110,Cropland,Agricultural Burning
326.61,37.77,86,1,3,5.64,7.8,5.6,84.96,79.39,21.15,1.32,630,Bare Land,Agricultural Burning
337.43,20.08,85,1,6,4.45,38.21,8.85,46.9,47.37,10.71,2.09,331,Cropland,Agricultural Burning
343.88,9.33,91,1,4,9.84,0.78,24.36,56.11,82.24,36.26,0.58,149,Cropland,Agricultural Burning
357.61,53.53,100,0,4,4.02,15.05,12.71,55.96,48.97,48.03,1.28,311,Grassland,Agricultural Burning
319.86,22.44,100,0,5,2.68,8.9,11.61,38.36,40.51,38.04,1.12,72,Cropland,Agricultural Burning
325.18,6.14,94,0,3,12.7,-4.16,10.74,63.02,81.83,64.75,2.83,278,Bare Land,Agricultural Burning
339.26,5.28,89,1,7,3.69,2.56,4.88,23.26,95.74,62.07,0.65,369,Grassland,Agricultural Burning
346.83,43.98,99,0,8,17.48,8.35,5.8,88.97,15.9,22.36,0.71,763,Bare Land,Agricultural Burning
319.67,18.71,83,1,3,16.59,4.21,15.08,71.91,32.43,32.13,0.9,186,Grassland,Agricultural Burning
339.05,41.01,94,0,7,4.49,-7.66,8.82,18.81,36.78,58.14,2.02,36,Grassland,Agricultural Burning
337.83,281.26,83,1,8,12.32,-5.28,24.02,82.31,27.88,50.2,1.28,823,Cropland,Agricultural Burning
330.68,10.76,87,1,5,11.39,9.11,13.71,87.5,54.24,56.27,1.35,89,Grassland,Agricultural Burning
326.53,14.6,93,0,6,8.92,13.07,18.7,19.8,52.11,76.68,1.99,1034,Grassland,Agricultural Burning
346.64,4.72,80,1,2,0.83,29.13,11.84,73.35,21.7,21.11,2.39,1246,Cropland,Agricultural Burning
317.02,8.71,84,0,6,12.31,-7.58,13.39,26.26,87.16,31.78,2.18,373,Cropland,Agricultural Burning
338.88,4.92,99,0,1,3.73,16.44,5.08,24.79,98.68,18.84,0.66,84,Bare Land,Agricultural Burning
367.0,15.82,94,0,7,10.95,-26.55,15.9,59.56,15.38,74.89,2.26,218,Bare Land,Agricultural Burning
339.01,1.9,90,0,5,1.35,-0.57,20.64,66.2,33.5,42.89,1.34,97,Grassland,Agricultural Burning
334.15,110.07,80,0,1,4.65,25.58,5.35,84.49,15.09,40.63,1.63,179,Bare Land,Agricultural Burning
327.45,10.03,90,1,3,10.94,-12.49,15.01,51.13,71.89,13.81,0.51,607,Grassland,Agricultural Burning
353.87,14.86,80,0,2,1.78,-8.17,20.18,27.33,16.91,33.49,0.96,52,Bare Land,Agricultural Burning
302.53,3.44,87,0,3,9.99,41.57,17.97,24.99,28.02,18.65,0.68,708,Cropland,Agricultural Burning
333.45,21.52,75,0,2,17.87,10.53,8.13,15.73,25.41,72.46,2.68,270,Bare Land,Agricultural Burning
337.03,13.33,73,1,1,6.1,-10.89,19.38,79.37,47.13,53.01,0.99,92,Bare Land,Agricultural Burning
345.25,27.77,90,1,5,2.19,0.01,25.36,59.96,28.6,8.94,2.76,354,Bare Land,Agricultural Burning
313.04,32.41,90,0,5,5.74,-27.68,26.25,51.06,30.7,20.15,1.49,619,Grassland,Agricultural Burning
338.18,50.5,100,1,2,13.83,3.18,13.09,46.79,96.0,42.32,2.17,963,Grassland,Agricultural Burning
333.19,29.7,87,0,4,9.51,-6.21,27.83,22.03,84.49,62.57,1.6,373,Cropland,Agricultural Burning
356.96,2.63,87,0,3,12.91,31.6,22.28,85.53,34.51,32.13,1.82,37,Cropland,Agricultural Burning
334.16,2.37,83,0,6,9.93,36.05,21.89,47.46,99.67,79.36,2.3,258,Bare Land,Agricultural Burning
332.69,20.85,94,0,2,7.12,-6.72,24.23,67.53,43.43,73.34,2.94,214,Bare Land,Agricultural Burning
318.82,21.69,92,0,1,7.59,58.82,19.73,19.77,34.14,30.66,2.38,16,Bare Land,Agricultural Burning
344.47,13.35,88,0,4,2.88,19.16,22.75,64.02,90.69,32.94,2.22,42,Bare Land,Agricultural Burning
320.27,7.14,94,0,3,6.79,4.2,28.96,15.18,65.91,72.37,1.27,140,Bare Land,Agricultural Burning
327.4,20.06,75,1,5,1.5,-5.34,23.0,31.16,51.38,36.03,1.87,45,Bare Land,Agricultural Burning
343.9,11.17,94,0,3,16.27,32.95,27.72,85.9,83.49,39.99,1.26,670,Bare Land,Agricultural Burning
325.07,90.97,100,1,5,9.27,5.22,17.02,83.7,50.29,71.98,2.21,94,Grassland,Agricultural Burning
347.42,11.73,98,1,3,17.81,5.81,14.53,84.51,47.84,61.54,0.59,278,Grassland,Agricultural Burning
336.39,18.52,95,1,7,11.32,-0.5,20.06,53.74,42.27,30.78,2.06,468,Bare Land,Agricultural Burning
347.11,41.33,98,0,5,10.94,12.78,10.38,54.55,32.86,30.21,0.76,50,Cropland,Agricultural Burning
343.42,10.62,76,1,4,15.89,24.81,4.6,64.3,88.86,40.29,2.32,119,Bare Land,Agricultural Burning
319.62,56.1,90,1,5,4.98,10.6,19.4,86.08,56.03,51.57,2.05,296,Cropland,Agricultural Burning
342.08,16.13,100,0,3,3.64,5.95,8.24,96.8,95.49,34.46,0.47,140,Bare Land,Agricultural Burning
341.74,15.17,89,0,4,7.7,-16.14,25.82,67.63,87.78,26.92,1.33,99,Bare Land,Agricultural Burning
329.54,96.07,86,0,3,4.19,11.82,9.57,88.44,80.73,12.5,2.01,301,Bare Land,Agricultural Burning
351.61,26.71,96,1,3,17.26,24.99,14.67,42.94,71.24,19.65,1.14,320,Grassland,Agricultural Burning
331.24,34.59,93,1,6,16.7,-9.19,15.33,35.82,68.08,21.65,2.34,513,Cropland,Agricultural Burning
336.07,3.42,97,0,1,13.51,10.42,25.5,37.0,70.21,14.15,0.15,288,Grassland,Agricultural Burning
341.8,20.97,100,0,2,2.78,5.38,12.73,93.59,57.55,16.61,1.92,520,Cropland,Agricultural Burning
331.32,5.18,87,0,2,10.11,-16.02,16.64,22.85,72.49,49.52,0.6,72,Cropland,Agricultural Burning
339.26,1.82,91,0,4,15.48,-2.99,19.72,21.18,65.69,15.51,2.74,145,Cropland,Agricultural Burning
356.41,86.1,94,0,7,4.39,19.35,5.46,35.54,25.28,15.43,2.84,496,Grassland,Agricultural Burning
352.9,9.03,81,1,4,4.51,16.42,22.73,52.82,53.1,21.78,1.46,1027,Cropland,Agricultural Burning
339.1,25.93,95,0,4,6.17,31.84,4.59,91.84,83.61,56.72,1.66,15,Grassland,Agricultural Burning
334.97,8.55,96,0,1,10.11,16.52,11.22,35.97,33.38,45.95,1.63,17,Bare Land,Agricultural Burning
350.53,7.81,94,0,7,6.88,19.13,7.73,98.38,33.88,22.85,0.28,220,Bare Land,Agricultural Burning
